date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:37:58	63017/63017	---M--	200	added ('OK')	application/javascript	etag:%22d24f65-f629-57cf4e2a6cd00%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/dropzone/dropzone.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/dropzone/dropzone.js	(from http://radixtouch.in/templates/admin/smart/source/light/add_professor.html)
11:38:06	145759/145759	---M--	200	added ('OK')	application/javascript	etag:%22d24f80-2395f-57cf4e2c55180%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/fullcalendar/fullcalendar.min.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/fullcalendar/fullcalendar.min.js	(from http://radixtouch.in/templates/admin/smart/source/light/event.html)
11:38:07	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202020%2006:08:06%20GMT	http://radixtouch.in/templates/admin/smart/source/light/javasctipt()	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/javasctipt()	(from http://radixtouch.in/templates/admin/smart/source/light/all_students.html)
11:38:08	3897/3897	---M--	200	added ('OK')	image/gif	etag:%22d24fa3-f39-57cf4e3b97580%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/img/loading.gif	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/img/loading.gif	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/blueimp-gallery/blueimp-gallery.min.css)
11:38:08	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202020%2006:08:08%20GMT	http://radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/img/error.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/img/error.png	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/blueimp-gallery/blueimp-gallery.min.css)
11:38:08	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202020%2006:08:08%20GMT	http://radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/img/play-pause.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/img/play-pause.png	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/blueimp-gallery/blueimp-gallery.min.css)
11:38:08	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202020%2006:08:08%20GMT	http://radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/img/video-play.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/img/video-play.png	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/blueimp-gallery/blueimp-gallery.min.css)
11:38:09	3323/3323	---M--	200	added ('OK')	image/gif	etag:%22d24fa4-cfb-57cf4e37c6c80%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/img/progressbar.gif	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/img/progressbar.gif	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/jquery-file-upload/css/jquery.fileupload-ui.css)
11:38:10	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202020%2006:08:10%20GMT	http://radixtouch.in/templates/admin/smart/source/assets/plugins/owl-carousel/grabbing.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/owl-carousel/grabbing.png	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/owl-carousel/owl.carousel.css)
11:38:10	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202020%2006:08:10%20GMT	http://radixtouch.in/templates/admin/smart/source/assets/plugins/owl-carousel/AjaxLoader.gif	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/owl-carousel/AjaxLoader.gif	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/owl-carousel/owl.theme.css)
11:38:20	55785/55785	---M--	200	added ('OK')	image/jpeg	etag:%22d24e9c-d9e9-57cf4e3b97580%22	http://radixtouch.in/templates/admin/smart/source/assets/img/slider/slider3.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/slider/slider3.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/widget.html)
11:38:26	177714/177714	---M--	200	added ('OK')	image/jpeg	etag:%22d24e84-2b632-57cf4e37c6c80%22	http://radixtouch.in/templates/admin/smart/source/assets/img/slider/fullimage2.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/slider/fullimage2.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/professor_profile.html)
11:38:29	52797/52797	---M--	200	added ('OK')	application/javascript	etag:%22d250e5-ce3d-57cf4e3025a80%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/owl-carousel/owl.carousel.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/owl-carousel/owl.carousel.js	(from http://radixtouch.in/templates/admin/smart/source/light/widget.html)
11:38:30	17083/17083	---M--	200	added ('OK')	application/javascript	etag:%22d24ee5-42bb-57cf4e33f6380%22	http://radixtouch.in/templates/admin/smart/source/assets/js/pages/treeview/treeview-data.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/js/pages/treeview/treeview-data.js	(from http://radixtouch.in/templates/admin/smart/source/light/ui_tree.html)
11:38:36	11258/11258	---M--	200	added ('OK')	text/css	etag:%22d24f09-2bfa-57cf4e320df00%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-datetimepicker/css/bootstrap-datetimepicker.min.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-datetimepicker/css/bootstrap-datetimepicker.min.css	(from http://radixtouch.in/templates/admin/smart/source/light/advance_form.html)
11:38:37	4143/4143	---M--	200	added ('OK')	image/png	etag:%22d24efd-102f-57cf4e2a6cd00%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/img/bootstrap-colorpicker/saturation.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/img/bootstrap-colorpicker/saturation.png	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.css)
11:38:38	504/504	---M--	200	added ('OK')	image/png	etag:%22d24efc-1f8-57cf4e320df00%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/img/bootstrap-colorpicker/hue.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/img/bootstrap-colorpicker/hue.png	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.css)
11:38:38	488/488	---M--	200	added ('OK')	image/png	etag:%22d24efa-1e8-57cf4e3025a80%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/img/bootstrap-colorpicker/alpha.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/img/bootstrap-colorpicker/alpha.png	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.css)
11:38:38	478/478	---M--	200	added ('OK')	image/png	etag:%22d24efb-1de-57cf4e2c55180%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/img/bootstrap-colorpicker/hue-horizontal.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/img/bootstrap-colorpicker/hue-horizontal.png	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.css)
11:38:39	557/557	---M--	200	added ('OK')	image/png	etag:%22d24ef9-22d-57cf4e2c55180%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/img/bootstrap-colorpicker/alpha-horizontal.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/img/bootstrap-colorpicker/alpha-horizontal.png	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.css)
11:38:39	5091/5091	---M--	200	added ('OK')	text/css	etag:%22d250fb-13e3-57cf4e37c6c80%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/steps/steps.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/steps/steps.css	(from http://radixtouch.in/templates/admin/smart/source/light/wizard.html)
11:38:42	72881/72881	---M--	200	added ('OK')	image/jpeg	etag:%22d24e90-11cb1-57cf4e3f67e80%22	http://radixtouch.in/templates/admin/smart/source/assets/img/slider/owl5.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/slider/owl5.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/ui_carousel.html)
11:38:42	73794/73794	---M--	200	added ('OK')	image/jpeg	etag:%22d24e97-12042-57cf4e2a6cd00%22	http://radixtouch.in/templates/admin/smart/source/assets/img/slider/owl7.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/slider/owl7.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/ui_carousel.html)
11:38:43	509/509	---M--	200	added ('OK')	image/png	etag:%22d24f13-1fd-57cf4e3b97580%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-editable/bootstrap-editable/img/clear.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-editable/bootstrap-editable/img/clear.png	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-editable/bootstrap-editable/css/bootstrap-editable.css)
11:38:45	53338/53338	---M--	200	added ('OK')	application/javascript	etag:%22d250f8-d05a-57cf4e3b97580%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/steps/jquery.steps.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/steps/jquery.steps.js	(from http://radixtouch.in/templates/admin/smart/source/light/wizard.html)
11:38:49	26069/26069	---M--	200	added ('OK')	application/javascript	etag:%22d24f46-65d5-57cf4e2a6cd00%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/datatables/export/buttons.flash.min.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/datatables/export/buttons.flash.min.js	(from http://radixtouch.in/templates/admin/smart/source/light/export_table.html)
11:39:03	91477/91477	---M--	200	added ('OK')	application/javascript	etag:%22d250c0-16555-57cf4e3d7fa00%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/morris/raphael-min.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/morris/raphael-min.js	(from http://radixtouch.in/templates/admin/smart/source/light/charts_morris.html)
11:39:14	652690/652690	---M--	200	added ('OK')	image/jpeg	etag:%22d24d64-9f592-57cf4e37c6c80%22	http://radixtouch.in/templates/admin/smart/source/assets/img/bg-01.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/bg-01.jpg	(from http://radixtouch.in/templates/admin/smart/source/assets/css/pages/extra_pages.css)
11:39:19	97652/97652	---M--	200	added ('OK')	application/javascript	etag:%22d25074-17d74-57cf4e39af100%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/jqvmap/maps/jquery.vmap.europe.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/jqvmap/maps/jquery.vmap.europe.js	(from http://radixtouch.in/templates/admin/smart/source/light/vector_maps.html)
11:39:21	1217293/1217293	UR-M--	200	added ('Partial%20Content')	application/javascript	etag:%22d24f4b-12930d-57cf4e37c6c80%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/datatables/export/pdfmake.min.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/datatables/export/pdfmake.min.js	(from http://radixtouch.in/templates/admin/smart/source/light/export_table.html)
11:39:22	157651/157651	---M--	200	added ('OK')	application/javascript	etag:%22d2507c-267d3-57cf4e320df00%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/jqvmap/maps/jquery.vmap.russia.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/jqvmap/maps/jquery.vmap.russia.html	(from http://radixtouch.in/templates/admin/smart/source/light/vector_maps.html)
11:39:22	47712/47712	---M--	200	added ('OK')	application/javascript	etag:%22d25082-ba60-57cf4e2c55180%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/jqvmap/maps/jquery.vmap.usa.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/jqvmap/maps/jquery.vmap.usa.js	(from http://radixtouch.in/templates/admin/smart/source/light/vector_maps.html)
11:39:24	6233/6233	---M--	200	added ('OK')	application/javascript	etag:%22d24edd-1859-57cf4e33f6380%22	http://radixtouch.in/templates/admin/smart/source/assets/js/pages/sparkline/sparkline-data.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/js/pages/sparkline/sparkline-data.js	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:39:25	37295/37295	---M--	200	added ('OK')	image/jpeg	etag:%22d24e7e-91af-57cf4e2e3d600%22	http://radixtouch.in/templates/admin/smart/source/assets/img/prof/prof7.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/prof/prof7.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:39:30	41723/41723	---M--	200	added ('OK')	image/jpeg	etag:%22d24eab-a2fb-57cf4e35de800%22	http://radixtouch.in/templates/admin/smart/source/assets/img/std/std7.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/std/std7.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/dashboard2.html)
11:39:31	1849/1849	---M--	200	added ('OK')	image/gif	etag:%22d24f14-739-57cf4e2c55180%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-editable/bootstrap-editable/img/loading.gif	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-editable/bootstrap-editable/img/loading.gif	(from http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap-editable/bootstrap-editable/css/bootstrap-editable.css)
11:39:33	81221/81221	---M--	200	added ('OK')	application/javascript	etag:%22d250e9-13d45-57cf4e33f6380%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/popper/popper.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/popper/popper.js	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:39:35	79264/79264	---M--	200	added ('OK')	image/jpeg	etag:%22d24e75-135a0-57cf4e37c6c80%22	http://radixtouch.in/templates/admin/smart/source/assets/img/mega-img3.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/mega-img3.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/professor_profile.html)
11:39:36	79634/79634	---M--	200	added ('OK')	image/jpeg	etag:%22d24e8c-13712-57cf4e3d7fa00%22	http://radixtouch.in/templates/admin/smart/source/assets/img/slider/owl3.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/slider/owl3.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/ui_carousel.html)
11:40:10	870289/870289	---M--	200	added ('OK')	application/javascript	etag:%22d24f4c-d4791-57cf4e39af100%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/datatables/export/vfs_fonts.js	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/datatables/export/vfs_fonts.js	(from http://radixtouch.in/templates/admin/smart/source/light/export_table.html)
