date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:31:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202020%2006:00:45%20GMT	http://radixtouch.in/robots.txt		(from )
11:31:00	82866/82866	---M-Z	200	added ('OK')	text/html	etag:%22d24c15-143b2-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/index.html	(from )
11:31:00	12940/12940	---M--	200	added ('OK')	text/css	etag:%22d24c10-328c-57cf4e320df00%22	http://radixtouch.in/templates/admin/smart/source/light/fonts/simple-line-icons/simple-line-icons.min.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/fonts/simple-line-icons/simple-line-icons.min.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:01	30999/30999	---M--	200	added ('OK')	text/css	etag:%22d24bf6-7917-57cf4e39af100%22	http://radixtouch.in/templates/admin/smart/source/light/fonts/font-awesome/css/font-awesome.min.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/fonts/font-awesome/css/font-awesome.min.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:02	1146/1146	---M--	200	added ('OK')	text/css	etag:%22d24c04-47a-57cf4e320df00%22	http://radixtouch.in/templates/admin/smart/source/light/fonts/material-design-icons/material-icon.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/fonts/material-design-icons/material-icon.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:04	140936/140936	---M--	200	added ('OK')	text/css	etag:%22d24eed-22688-57cf4e320df00%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap/css/bootstrap.min.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/bootstrap/css/bootstrap.min.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:05	15522/15522	---M--	200	added ('OK')	text/css	etag:%22d2515e-3ca2-57cf4e33f6380%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/summernote/summernote.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/summernote/summernote.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:06	141295/141295	---M--	200	added ('OK')	text/css	etag:%22d25086-227ef-57cf4e33f6380%22	http://radixtouch.in/templates/admin/smart/source/assets/plugins/material/material.min.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/plugins/material/material.min.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:08	3079/3079	---M--	200	added ('OK')	text/css	etag:%22d24d38-c07-57cf4e39af100%22	http://radixtouch.in/templates/admin/smart/source/assets/css/material_style.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/css/material_style.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:08	10693/10693	---M--	200	added ('OK')	text/css	etag:%22d24d3c-29c5-57cf4e3d7fa00%22	http://radixtouch.in/templates/admin/smart/source/assets/css/pages/inbox.min.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/css/pages/inbox.min.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:10	207753/207753	---M--	200	added ('OK')	text/css	etag:%22d24d59-32b89-5952274c44600%22	http://radixtouch.in/templates/admin/smart/source/assets/css/theme/light/theme_style.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/css/theme/light/theme_style.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:11	32288/32288	---M--	200	added ('OK')	text/css	etag:%22d24d3f-7e20-57cf4e320df00%22	http://radixtouch.in/templates/admin/smart/source/assets/css/plugins.min.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/css/plugins.min.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:11	21690/21690	---M--	200	added ('OK')	text/css	etag:%22d24d57-54ba-595282abfda00%22	http://radixtouch.in/templates/admin/smart/source/assets/css/theme/light/style.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/css/theme/light/style.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:12	38438/38438	---M--	200	added ('OK')	text/css	etag:%22d24d40-9626-57cf4e2c55180%22	http://radixtouch.in/templates/admin/smart/source/assets/css/responsive.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/css/responsive.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:14	68028/68028	---M--	200	added ('OK')	text/css	etag:%22d24d58-109bc-596a7a7e41200%22	http://radixtouch.in/templates/admin/smart/source/assets/css/theme/light/theme-color.css	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/css/theme/light/theme-color.css	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:15	82866/82866	---M-Z	200	added ('OK')	text/html	etag:%22d24c15-143b2-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/index.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/index-2.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:15	545/545	---M--	200	added ('OK')	image/png	etag:%22d24dc3-221-57cf4e320df00%22	http://radixtouch.in/templates/admin/smart/source/assets/img/flags/gb.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/flags/gb.png	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:15	545/545	---M--	200	added ('OK')	image/png	etag:%22d24dab-221-57cf4e2a6cd00%22	http://radixtouch.in/templates/admin/smart/source/assets/img/flags/de.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/flags/de.png	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:16	446/446	---M--	200	added ('OK')	image/png	etag:%22d24e5b-1be-57cf4e33f6380%22	http://radixtouch.in/templates/admin/smart/source/assets/img/flags/ua.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/flags/ua.png	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:16	469/469	---M--	200	added ('OK')	image/png	etag:%22d24db7-1d5-57cf4e2a6cd00%22	http://radixtouch.in/templates/admin/smart/source/assets/img/flags/es.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/flags/es.png	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:16	420/420	---M--	200	added ('OK')	image/png	etag:%22d24e33-1a4-57cf4e35de800%22	http://radixtouch.in/templates/admin/smart/source/assets/img/flags/ru.png	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/flags/ru.png	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:18	38225/38225	---M--	200	added ('OK')	image/jpeg	etag:%22d24e79-9551-57cf4e35de800%22	http://radixtouch.in/templates/admin/smart/source/assets/img/prof/prof2.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/prof/prof2.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:23	36174/36174	---M--	200	added ('OK')	image/jpeg	etag:%22d24e77-8d4e-57cf4e2a6cd00%22	http://radixtouch.in/templates/admin/smart/source/assets/img/prof/prof1.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/prof/prof1.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:23	28807/28807	---M--	200	added ('OK')	image/jpeg	etag:%22d24d71-7087-57cf4e2c55180%22	http://radixtouch.in/templates/admin/smart/source/assets/img/dp.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/dp.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:24	2751/2751	---M-Z	200	added ('OK')	text/html	etag:%22d24c18-abf-5824c57570780-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/login.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/login.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:24	82174/82174	---M-Z	200	added ('OK')	text/html	etag:%22d24be2-140fe-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/dashboard2.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/dashboard2.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:25	72365/72365	---M-Z	200	added ('OK')	text/html	etag:%22d24be3-11aad-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/dashboard3.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/dashboard3.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:25	55094/55094	---M-Z	200	added ('OK')	text/html	etag:%22d24bef-d736-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/event.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/event.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:26	84441/84441	---M-Z	200	added ('OK')	text/html	etag:%22d24bd6-149d9-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/all_professors.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/all_professors.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:26	61427/61427	---M-Z	200	added ('OK')	text/html	etag:%22d24bca-eff3-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_professor.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_professor.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:26	61672/61672	---M-Z	200	added ('OK')	text/html	etag:%22d24bcb-f0e8-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_professor_bootstrap.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_professor_bootstrap.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:27	61722/61722	---M-Z	200	added ('OK')	text/html	etag:%22d24be9-f11a-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/edit_professor.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/edit_professor.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:27	72845/72845	---M-Z	200	added ('OK')	text/html	etag:%22d24c2a-11c8d-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/professor_profile.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/professor_profile.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:27	87061/87061	---M-Z	200	added ('OK')	text/html	etag:%22d24bd8-15415-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/all_students.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/all_students.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:28	61590/61590	---M-Z	200	added ('OK')	text/html	etag:%22d24bce-f096-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_student.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_student.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:28	61072/61072	---M-Z	200	added ('OK')	text/html	etag:%22d24bcf-ee90-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_student_bootstrap.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_student_bootstrap.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:28	61933/61933	---M-Z	200	added ('OK')	text/html	etag:%22d24beb-f1ed-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/edit_student.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/edit_student.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:29	70997/70997	---M-Z	200	added ('OK')	text/html	etag:%22d24c2d-11555-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/student_profile.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/student_profile.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:29	66074/66074	---M-Z	200	added ('OK')	text/html	etag:%22d24bd3-1021a-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/all_courses.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/all_courses.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:29	59695/59695	---M-Z	200	added ('OK')	text/html	etag:%22d24bc0-e92f-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_course.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_course.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:30	59624/59624	---M-Z	200	added ('OK')	text/html	etag:%22d24bc1-e8e8-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_course_bootstrap.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_course_bootstrap.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:30	59928/59928	---M-Z	200	added ('OK')	text/html	etag:%22d24be5-ea18-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/edit_course.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/edit_course.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:30	60721/60721	---M-Z	200	added ('OK')	text/html	etag:%22d24be1-ed31-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/course_details.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/course_details.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:31	60738/60738	---M-Z	200	added ('OK')	text/html	etag:%22d24bd2-ed42-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/all_assets.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/all_assets.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:31	61496/61496	---M-Z	200	added ('OK')	text/html	etag:%22d24bc8-f038-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_library.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_library.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:31	60320/60320	---M-Z	200	added ('OK')	text/html	etag:%22d24bc9-eba0-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_library_bootstrap.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_library_bootstrap.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:32	61724/61724	---M-Z	200	added ('OK')	text/html	etag:%22d24be8-f11c-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/edit_library.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/edit_library.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:32	67546/67546	---M-Z	200	added ('OK')	text/html	etag:%22d24bd4-107da-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/all_department.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/all_department.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:32	54559/54559	---M--	200	added ('OK')	image/jpeg	etag:%22d24e7f-d51f-57cf4e39af100%22	http://radixtouch.in/templates/admin/smart/source/assets/img/prof/prof8.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/prof/prof8.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:33	57211/57211	---M-Z	200	added ('OK')	text/html	etag:%22d24bc2-df7b-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_department.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_department.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:33	56632/56632	---M--	200	added ('OK')	image/jpeg	etag:%22d24e7c-dd38-57cf4e2c55180%22	http://radixtouch.in/templates/admin/smart/source/assets/img/prof/prof5.jpg	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/assets/img/prof/prof5.jpg	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:33	57495/57495	---M-Z	200	added ('OK')	text/html	etag:%22d24bc3-e097-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_department_bootstrap.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_department_bootstrap.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:33	57383/57383	---M-Z	200	added ('OK')	text/html	etag:%22d24be6-e027-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/edit_department.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/edit_department.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:34	84965/84965	---M-Z	200	added ('OK')	text/html	etag:%22d24bd7-14be5-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/all_staffs.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/all_staffs.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:34	61418/61418	---M-Z	200	added ('OK')	text/html	etag:%22d24bcc-efea-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_staff.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_staff.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:34	61607/61607	---M-Z	200	added ('OK')	text/html	etag:%22d24bcd-f0a7-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_staff_bootstrap.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_staff_bootstrap.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:35	61724/61724	---M-Z	200	added ('OK')	text/html	etag:%22d24bea-f11c-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/edit_staff.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/edit_staff.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:35	72823/72823	---M-Z	200	added ('OK')	text/html	etag:%22d24c2c-11c77-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/staff_profile.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/staff_profile.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:35	63273/63273	---M-Z	200	added ('OK')	text/html	etag:%22d24bd5-f729-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/all_holidays.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/all_holidays.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:36	57689/57689	---M-Z	200	added ('OK')	text/html	etag:%22d24bc6-e159-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_holiday.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_holiday.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:36	57773/57773	---M-Z	200	added ('OK')	text/html	etag:%22d24bc7-e1ad-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_holiday_bootstrap.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_holiday_bootstrap.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:36	57852/57852	---M-Z	200	added ('OK')	text/html	etag:%22d24be7-e1fc-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/edit_holiday.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/edit_holiday.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:37	55293/55293	---M-Z	200	added ('OK')	text/html	etag:%22d24c14-d7fd-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/holiday_calendar.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/holiday_calendar.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:37	87624/87624	---M-Z	200	added ('OK')	text/html	etag:%22d24bed-15648-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/email_inbox.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/email_inbox.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:37	63367/63367	---M-Z	200	added ('OK')	text/html	etag:%22d24bee-f787-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/email_view.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/email_view.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:37	61143/61143	---M-Z	200	added ('OK')	text/html	etag:%22d24bec-eed7-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/email_compose.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/email_compose.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:38	61727/61727	---M-Z	200	added ('OK')	text/html	etag:%22d24bc5-f11f-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/add_fees_bootstrap.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/add_fees_bootstrap.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:39	56800/56800	---M-Z	200	added ('OK')	text/html	etag:%22d24bf2-dde0-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/fees_receipt.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/fees_receipt.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:39	102787/102787	---M-Z	200	added ('OK')	text/html	etag:%22d24c3a-19183-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/widget.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/widget.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:39	82184/82184	---M-Z	200	added ('OK')	text/html	etag:%22d24c2f-14108-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/ui_buttons.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/ui_buttons.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:40	77063/77063	---M-Z	200	added ('OK')	text/html	etag:%22d24c34-12d07-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/ui_tabs_accordions_navs.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/ui_tabs_accordions_navs.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:40	65223/65223	---M-Z	200	added ('OK')	text/html	etag:%22d24c36-fec7-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/ui_typography.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/ui_typography.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:41	57934/57934	---M-Z	200	added ('OK')	text/html	etag:%22d24c27-e24e-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/notification.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/notification.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:41	350897/350897	---M-Z	200	added ('OK')	text/html	etag:%22d24c32-55ab1-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/ui_icons.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/ui_icons.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:42	60251/60251	---M-Z	200	added ('OK')	text/html	etag:%22d24c33-eb5b-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/ui_panels.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/ui_panels.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:42	58516/58516	---M-Z	200	added ('OK')	text/html	etag:%22d24c31-e494-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/ui_grid.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/ui_grid.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:42	55283/55283	---M-Z	200	added ('OK')	text/html	etag:%22d24bdb-d7f3-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/calendar.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/calendar.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:42	68191/68191	---M-Z	200	added ('OK')	text/html	etag:%22d24c35-10a5f-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/ui_tree.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/ui_tree.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:43	55507/55507	---M-Z	200	added ('OK')	text/html	etag:%22d24c30-d8d3-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/ui_carousel.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/ui_carousel.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:43	68776/68776	---M-Z	200	added ('OK')	text/html	etag:%22d24c1a-10ca8-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/material_button.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/material_button.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:43	62327/62327	---M-Z	200	added ('OK')	text/html	etag:%22d24c24-f377-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/material_tab.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/material_tab.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:44	55833/55833	---M-Z	200	added ('OK')	text/html	etag:%22d24c1b-da19-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/material_chips.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/material_chips.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
11:31:44	55307/55307	---M-Z	200	added ('OK')	text/html	etag:%22d24c1e-d80b-595282abfda00-gzip%22	http://radixtouch.in/templates/admin/smart/source/light/material_grid.html	C:/My%20Web%20Sites/college%20admin/radixtouch.in/templates/admin/smart/source/light/material_grid.html	(from http://radixtouch.in/templates/admin/smart/source/light/)
